bytes,builtin,builtin unrolled,builtin errata,builtin manual,builtin movdq,builtin movdq unrolled,builtin movdq manual,SSSE3
403456, 184020, 90304, 80228, 52159, 91135, 86327, 67743, 102027
404480, 184141, 90529, 80509, 52056, 91374, 86475, 67911, 102222
405504, 184883, 90754, 80648, 52401, 91664, 86727, 68121, 102520
406528, 185404, 90990, 80959, 52827, 91877, 86963, 68287, 102769
407552, 185853, 91215, 81056, 52727, 92042, 87215, 68470, 103041
408576, 185557, 91440, 81263, 52147, 92308, 87386, 68500, 103286
409600, 186790, 91676, 81529, 52774, 92551, 87628, 68760, 103579
410624, 186562, 91901, 81760, 53292, 92755, 87847, 68972, 103875
411648, 187754, 92126, 81934, 53123, 92843, 88060, 69139, 104052
412672, 188230, 92362, 82174, 53560, 93299, 88270, 69274, 104342
413696, 188670, 92587, 82327, 53593, 93364, 88545, 69499, 104596
414720, 189129, 92823, 82481, 53785, 93778, 88737, 69680, 104883
415744, 189620, 93048, 82756, 53898, 93976, 88917, 69789, 105119
416768, 190084, 93273, 82948, 54116, 94266, 89130, 70016, 105362
417792, 190539, 93509, 83170, 52671, 94499, 89367, 70188, 105648
418816, 191021, 93734, 83377, 53927, 94641, 89618, 70273, 105921
419840, 191465, 93959, 83566, 54154, 94919, 89787, 70507, 106154
420864, 191210, 94195, 83770, 54478, 95076, 90017, 70675, 106370
421888, 192375, 94420, 84027, 54669, 95309, 90292, 70874, 106722
422912, 192863, 94656, 84160, 54468, 95552, 90410, 71060, 106931
423936, 193342, 94881, 84329, 54450, 95860, 90674, 71164, 107207
424960, 193815, 95106, 84562, 54692, 96108, 90904, 71400, 107422
425984, 194279, 95342, 84743, 55216, 96211, 91111, 71560, 107736
427008, 194764, 95567, 85006, 55346, 96581, 91327, 71707, 107987
428032, 194607, 95792, 85204, 55308, 96803, 91557, 71924, 108153
429056, 195663, 96028, 85462, 55592, 97015, 91767, 72056, 108493
430080, 196151, 96253, 85571, 55855, 97270, 91986, 72237, 108765
431104, 196618, 96478, 85890, 56017, 97503, 92234, 72435, 109049
432128, 197091, 96714, 86023, 55296, 97589, 92391, 72565, 109261
433152, 197543, 96939, 86171, 56245, 97914, 92687, 72748, 109536
434176, 197998, 97175, 86387, 56257, 98186, 92909, 72911, 109805
435200, 198480, 97400, 86600, 56156, 98310, 93157, 73127, 110057
436224, 198326, 97625, 86833, 56201, 98617, 93329, 73295, 110299
437248, 199426, 97861, 87081, 55204, 98843, 93542, 73455, 110556
438272, 199861, 98086, 87306, 59119, 99046, 93757, 73659, 110808
439296, 200381, 98311, 87481, 56233, 99330, 93979, 73759, 111085
440320, 200774, 98547, 87613, 57288, 99549, 94239, 73978, 111387
441344, 201129, 98772, 87889, 57150, 99836, 94378, 74135, 111579
442368, 201700, 99008, 88054, 57543, 99877, 94665, 74330, 111896
443392, 202179, 99233, 88311, 57144, 100105, 94890, 74496, 112227
444416, 202628, 99458, 88504, 58483, 100454, 95088, 74652, 112404
445440, 203089, 99694, 88696, 59553, 100661, 95348, 74839, 112632
446464, 203574, 99919, 88911, 58134, 101018, 95549, 75027, 112933
447488, 204050, 100144, 89122, 57974, 100968, 95756, 75111, 113164
448512, 203719, 100380, 89296, 57463, 101444, 95972, 75341, 116476
449536, 205029, 100605, 89524, 58513, 101598, 96197, 75486, 113690
450560, 205402, 100830, 89730, 57750, 101885, 96341, 75681, 113941
451584, 205135, 101066, 89943, 58471, 102107, 96622, 75793, 114199
452608, 206425, 101291, 90147, 58746, 102278, 96847, 76018, 114506
453632, 206901, 101527, 90324, 58412, 102576, 97078, 76210, 114693
454656, 207370, 101752, 90555, 58164, 102621, 97258, 76384, 114991
455680, 206986, 101977, 90721, 58516, 103065, 97465, 76577, 115246
456704, 208310, 102213, 90981, 58637, 103319, 97731, 76728, 115538
457728, 208071, 102438, 91194, 58572, 103384, 97964, 76872, 115777
458752, 209224, 102663, 91389, 59662, 103780, 98136, 77086, 116023
459776, 209683, 102899, 91575, 59763, 103845, 98370, 77275, 116336
460800, 209428, 103124, 91690, 59757, 104093, 98629, 77399, 116546
461824, 209842, 103360, 91978, 59411, 104410, 98795, 77612, 116957
462848, 211075, 103585, 92116, 59491, 104711, 98993, 77804, 117090
463872, 211572, 103810, 92347, 59837, 104876, 99280, 77943, 117353
464896, 212018, 104046, 92477, 58853, 105099, 99504, 78120, 117560
465920, 212494, 104271, 92796, 60597, 105388, 99706, 78289, 117856
466944, 212884, 104496, 93039, 60650, 105595, 99904, 78454, 118122
467968, 212526, 104732, 93190, 59873, 105799, 100167, 78635, 118385
468992, 213827, 104957, 93367, 62832, 106089, 100321, 78800, 118612
470016, 214280, 105182, 93624, 62492, 106346, 100578, 78972, 118888
471040, 214836, 105418, 93692, 60281, 106500, 100770, 79137, 119124
472064, 215217, 105643, 94006, 61351, 106704, 101021, 79312, 119420
473088, 215729, 105879, 94207, 61481, 106982, 101211, 79531, 119621
474112, 216231, 106104, 94396, 60668, 107008, 101421, 79649, 119890
475136, 216702, 106329, 94644, 61764, 107387, 101693, 79847, 120162
476160, 217183, 106565, 94825, 60351, 107685, 101896, 80021, 120452
477184, 217633, 106790, 95070, 60023, 107955, 102024, 80219, 120700
478208, 218100, 107015, 95159, 61342, 108185, 102331, 80355, 120954
479232, 218576, 107251, 95475, 61147, 108224, 102532, 80550, 121209
480256, 219028, 107476, 95712, 61268, 108605, 102798, 80684, 121463
481280, 219492, 107712, 95847, 61703, 108907, 102970, 80893, 121726
482304, 219096, 107937, 96007, 62418, 108956, 103200, 81074, 122016
483328, 220391, 108162, 96247, 62906, 109279, 103387, 81154, 122261
484352, 220861, 108398, 96480, 62064, 109377, 103653, 81408, 122530
485376, 221367, 108623, 96720, 61679, 109761, 103848, 81556, 122805
486400, 221840, 108848, 96853, 62019, 109897, 104090, 81795, 123054
487424, 222319, 109084, 97075, 61646, 110243, 104291, 81934, 123296
488448, 222768, 109309, 97234, 62309, 110506, 104569, 82109, 123553
489472, 223244, 109534, 97461, 62439, 110704, 104708, 82236, 123813
490496, 223705, 109770, 97684, 63013, 110932, 104915, 82452, 124077
491520, 224175, 109995, 97908, 62732, 111100, 105222, 82608, 124357
492544, 223995, 110231, 98086, 63941, 111405, 105320, 82812, 124567
493568, 224131, 110456, 98322, 61723, 111597, 105613, 82966, 124839
494592, 225577, 110681, 98352, 62800, 111807, 105817, 83082, 125138
495616, 226041, 110917, 98745, 63299, 112014, 106045, 83297, 125363
496640, 226464, 111142, 98916, 64532, 112360, 106258, 83469, 125700
497664, 226928, 111367, 99064, 66513, 112546, 106523, 83643, 125992
498688, 227401, 111603, 99307, 66685, 112741, 106710, 83823, 126131
499712, 227930, 111828, 99596, 63852, 112927, 106940, 83977, 126427
500736, 228368, 112064, 99759, 63636, 113146, 107186, 84167, 126652
501760, 228855, 112289, 99904, 64210, 113462, 107434, 84329, 126979
502784, 229311, 112514, 100131, 65153, 113681, 107623, 84477, 127201
503808, 229778, 112750, 100341, 64050, 113915, 107768, 84696, 127453
504832, 230248, 112975, 100595, 64163, 114169, 108022, 84832, 127687
505856, 230715, 113200, 100693, 64233, 114441, 108274, 85015, 127917
506880, 230449, 113436, 100944, 64417, 114645, 108436, 85189, 128203
507904, 231647, 113661, 101255, 64553, 114861, 108729, 85375, 128493
508928, 232111, 113886, 101373, 64691, 115124, 108921, 85553, 128748
509952, 231682, 114122, 101494, 64529, 115165, 109149, 85769, 129011
510976, 232164, 114347, 101731, 65670, 115550, 109314, 85866, 129301
512000, 233521, 114583, 101961, 66590, 115822, 109592, 86044, 129496
513024, 232989, 114808, 102245, 65150, 115973, 109779, 86215, 129789
514048, 234449, 115033, 102434, 65520, 116174, 110027, 86405, 130064
515072, 234905, 115269, 102606, 65389, 116517, 110225, 86534, 130320
516096, 235369, 115494, 102621, 65487, 116712, 110447, 86759, 130586
517120, 235857, 115719, 103103, 67462, 116863, 110618, 86913, 130838
518144, 236270, 115955, 103318, 67506, 117288, 110891, 87093, 131075
519168, 236735, 116180, 103452, 69299, 117498, 111136, 87271, 131373
520192, 237199, 116416, 103679, 69472, 117747, 111357, 87454, 131583
521216, 237678, 116641, 103869, 69416, 117983, 111484, 87593, 131867
522240, 238127, 116866, 104049, 67914, 118140, 111833, 87788, 132100
523264, 238603, 117102, 104309, 68160, 118403, 111987, 87948, 132358
524288, 239059, 117327, 104415, 69837, 118507, 112239, 88096, 132688
525312, 239537, 117552, 104717, 69995, 118648, 112451, 88276, 132931
526336, 239996, 117788, 104859, 70439, 119091, 112658, 88450, 133171
527360, 240466, 118013, 105054, 70635, 119340, 112797, 88604, 133425
528384, 240930, 118238, 105163, 68686, 119494, 113093, 88832, 133682
529408, 241397, 118474, 105447, 68949, 119645, 113318, 88959, 133931
530432, 241844, 118699, 105631, 70261, 119890, 113551, 89142, 134179
531456, 242329, 118935, 105953, 68790, 120215, 113814, 89284, 134451
532480, 242683, 119160, 106080, 71560, 120369, 113994, 89491, 134729
533504, 243251, 119385, 106349, 71480, 120469, 114175, 89642, 134968
534528, 242822, 119621, 106517, 67535, 120898, 114373, 89807, 135193
535552, 244206, 119846, 106671, 68298, 121090, 114633, 90032, 135408
536576, 244735, 120071, 106786, 72030, 121351, 114837, 90162, 135811
537600, 245117, 120307, 107047, 68177, 121602, 115074, 90360, 136030
538624, 245616, 120532, 107378, 69952, 121826, 115283, 90531, 136251
539648, 246027, 120768, 107576, 70008, 122025, 115473, 90709, 136497
540672, 246550, 120993, 107733, 70221, 122376, 115712, 90857, 136831
541696, 247006, 121218, 107928, 72740, 122468, 115928, 91061, 137067
542720, 247481, 121454, 108111, 71560, 122731, 116197, 91235, 137283
543744, 247937, 121679, 108380, 70046, 123033, 116419, 91378, 137561
544768, 248446, 121904, 108472, 68917, 123193, 116523, 91582, 137783
545792, 248948, 122140, 108741, 70720, 123521, 116827, 91776, 138090
546816, 249379, 122365, 108883, 69470, 123683, 117046, 91933, 138339
547840, 249862, 122590, 109120, 69292, 123982, 117235, 92078, 138628
548864, 250323, 122826, 109350, 69919, 124144, 117469, 92267, 138912
549888, 250802, 123051, 109660, 69857, 124434, 117708, 92441, 139131
550912, 251245, 123287, 109832, 71258, 124629, 117948, 92542, 139386
551936, 251739, 123512, 109979, 70401, 124978, 118151, 92788, 139637
552960, 252212, 123737, 110240, 71125, 125079, 118382, 92956, 139932
553984, 252653, 123973, 110420, 70478, 125380, 118604, 93160, 140139
555008, 253141, 124198, 110633, 70558, 125605, 118784, 93317, 140438
556032, 253634, 124423, 110716, 70693, 125818, 119015, 93462, 140659
557056, 254048, 124659, 111041, 70469, 126110, 119263, 93671, 140941
558080, 254479, 124884, 111203, 72284, 126261, 119491, 93808, 144988
559104, 255003, 125120, 111352, 71232, 126202, 119650, 93991, 141502
560128, 255444, 125345, 111615, 70102, 126711, 119908, 94198, 141700
561152, 255940, 125570, 111736, 72545, 127018, 120150, 94331, 141975
562176, 256393, 125806, 112034, 72994, 126989, 120351, 94500, 142253
563200, 256150, 126031, 112294, 71456, 127391, 120561, 94671, 142499
564224, 257339, 126256, 112407, 73239, 127772, 120771, 94875, 142715
565248, 257791, 126492, 112679, 71716, 127896, 121010, 95034, 143007
566272, 258264, 126717, 112850, 72021, 128074, 121232, 95174, 143288
567296, 257889, 126942, 113069, 73532, 128266, 121484, 95366, 143598
568320, 259216, 127178, 113143, 73499, 128627, 121667, 95534, 143734
569344, 259671, 127403, 113477, 73798, 128928, 121821, 95682, 144092
570368, 260076, 127639, 113708, 72367, 128972, 122119, 95927, 144326
571392, 259585, 127864, 113873, 72580, 129274, 122329, 96096, 144535
572416, 261088, 128089, 114042, 72701, 129517, 122545, 96241, 144816
573440, 261522, 128325, 114353, 74608, 129744, 122740, 96377, 145094
574464, 262010, 128550, 114418, 73658, 129978, 122914, 96599, 145361
575488, 262474, 128775, 114725, 72849, 130137, 123142, 96735, 145653
576512, 262193, 129011, 114852, 72905, 130412, 123420, 96947, 145857
577536, 263423, 129236, 115062, 73375, 130696, 123541, 97104, 146073
578560, 263893, 129472, 115358, 76532, 130962, 123851, 97267, 146357
579584, 264277, 129697, 115541, 75024, 131211, 124085, 97444, 146611
580608, 264751, 129922, 115742, 73741, 131447, 124260, 97568, 146939
581632, 265268, 130158, 115822, 75229, 131607, 124508, 97799, 147155
582656, 265738, 130383, 116129, 73999, 131701, 124732, 97988, 147430
583680, 266214, 130608, 116422, 73839, 132080, 124987, 98145, 147702
584704, 266619, 130844, 116576, 75994, 132180, 125161, 98319, 147912
585728, 267063, 131069, 116777, 75719, 132544, 125383, 98496, 148228
586752, 267541, 131294, 116898, 78008, 132860, 125602, 98571, 148462
587776, 268068, 131530, 117238, 73949, 133017, 125859, 98878, 148755
588800, 268529, 131755, 117327, 73786, 133286, 126069, 98985, 149021
589824, 268982, 131991, 117610, 74647, 133484, 126312, 99165, 149266
590848, 269469, 132216, 117717, 75634, 133733, 126504, 99322, 149526
591872, 269928, 132441, 117980, 75595, 133930, 126619, 99523, 149801
592896, 270398, 132677, 118196, 75675, 134134, 126962, 99702, 150070
593920, 270879, 132902, 118376, 77000, 134442, 127190, 99889, 150286
594944, 271332, 133127, 118589, 75702, 134690, 127385, 99954, 150558
595968, 271802, 133363, 118790, 75433, 134960, 127603, 100194, 150827
596992, 272269, 133588, 119021, 76004, 135131, 127831, 100362, 151067
598016, 272754, 133824, 119207, 76284, 135341, 128056, 100475, 151297
599040, 273209, 134049, 119284, 75719, 135548, 128275, 100735, 151581
600064, 273667, 134274, 119674, 76568, 135867, 128452, 100909, 151850
601088, 274164, 134510, 119618, 76639, 136054, 128689, 101006, 152110
602112, 274611, 134735, 119973, 76810, 136189, 128872, 101240, 152373
603136, 274046, 134960, 120289, 76559, 136538, 129135, 101406, 152586
604160, 274427, 135196, 120407, 76678, 136748, 129286, 101580, 152876
605184, 276006, 135421, 120638, 78407, 136949, 129590, 101740, 153136
606208, 276479, 135646, 120824, 77118, 137121, 129732, 101941, 153343
607232, 276938, 135882, 120996, 78824, 137410, 130025, 102127, 153689
608256, 277404, 136107, 121209, 77251, 137611, 130247, 102248, 153887
609280, 277828, 136343, 121418, 79170, 137860, 130492, 102420, 154153
610304, 278298, 136568, 121605, 78924, 138176, 130655, 102583, 154490
611328, 277706, 136793, 121880, 81561, 138351, 130906, 102751, 154712
612352, 279205, 137029, 122078, 79841, 138599, 131077, 102990, 154936
613376, 279737, 137254, 122347, 77653, 138797, 131302, 103112, 155203
614400, 280202, 137479, 122462, 77851, 138954, 131547, 103357, 155478
615424, 280680, 137715, 122554, 78191, 139303, 131757, 103434, 155720
616448, 281139, 137940, 122847, 79959, 139587, 131988, 103667, 155980
617472, 281612, 138176, 123021, 78265, 139761, 132168, 103839, 156261
618496, 282082, 138401, 123299, 80137, 139728, 132417, 104010, 156521
619520, 282526, 138626, 123452, 78685, 140110, 132576, 104135, 156776
620544, 282966, 138862, 123707, 78620, 140452, 132816, 104282, 157053
621568, 282360, 139087, 123976, 78954, 140719, 133049, 104525, 157264
622592, 283945, 139312, 124029, 80698, 140804, 133310, 104678, 157556
623616, 284373, 139548, 124182, 79232, 141174, 133546, 104930, 157810
624640, 284881, 139773, 124517, 78052, 141325, 133765, 104992, 158049
625664, 285334, 139998, 124762, 79465, 141372, 134019, 105214, 158322
626688, 285801, 140234, 124945, 79330, 141863, 134217, 105385, 158597
627712, 286283, 140459, 125126, 81413, 142079, 134454, 105568, 158860
628736, 286747, 140695, 125318, 79584, 142197, 134578, 105728, 159120
629760, 286117, 140920, 125480, 81825, 142498, 134865, 105846, 159371
630784, 287682, 141145, 125800, 79847, 142821, 135013, 106065, 159673
631808, 288149, 141381, 125910, 80740, 143004, 135279, 106260, 159865
632832, 288622, 141606, 126214, 80178, 143252, 135515, 106435, 160152
633856, 289074, 141831, 126353, 82132, 143211, 135681, 106585, 160400
634880, 289550, 142067, 126542, 82144, 143761, 135985, 106796, 160719
635904, 290026, 142292, 126800, 81564, 143917, 136130, 106916, 160850
636928, 290487, 142528, 126962, 81242, 144210, 136396, 107103, 161193
637952, 290931, 142753, 127148, 81890, 144423, 136588, 107304, 161452
638976, 291430, 142978, 127384, 80917, 144672, 136846, 107475, 161719
640000, 291880, 143214, 127621, 80900, 144870, 137050, 107532, 161952
641024, 292303, 143439, 127775, 84831, 145189, 137248, 107809, 162227
642048, 292784, 143664, 127994, 83184, 145366, 137413, 107898, 162517
643072, 292994, 143900, 128225, 85471, 145493, 137727, 108144, 162745
644096, 293709, 144125, 128443, 83626, 145744, 137960, 108342, 162996
645120, 294183, 144350, 128638, 83679, 146020, 138135, 108436, 163256
646144, 294650, 144586, 128656, 86038, 146277, 138357, 108664, 163546
647168, 295105, 144811, 128993, 84743, 146531, 138590, 108818, 163788
648192, 295561, 145047, 129321, 83699, 146803, 138741, 109025, 164061
649216, 296042, 145272, 129457, 86735, 146918, 138950, 109196, 164300
650240, 296498, 145497, 129605, 84120, 147099, 139244, 109303, 164504
651264, 296980, 145733, 129907, 84329, 147453, 139489, 109518, 164800
652288, 296341, 145958, 130046, 87034, 147679, 139660, 109634, 165098
653312, 297911, 146183, 130329, 85082, 147959, 139944, 109838, 165367
654336, 298358, 146419, 130459, 85092, 148163, 140056, 110024, 165595
655360, 298887, 146644, 130693, 85231, 148340, 140355, 110187, 165852
656384, 298325, 146880, 130983, 87717, 148547, 140577, 110370, 166136
657408, 299782, 147105, 131095, 84974, 148846, 140698, 110547, 166420
658432, 300241, 147330, 131287, 85618, 149100, 141017, 110728, 166677
659456, 300699, 147566, 131471, 88146, 149311, 141189, 110872, 166881
660480, 301178, 147791, 131722, 84353, 149458, 141413, 111083, 167194
661504, 301559, 148016, 131985, 85695, 149698, 141624, 111216, 167431
662528, 302071, 148252, 132101, 85813, 149913, 141898, 111443, 167706
663552, 302541, 148477, 132222, 88506, 150218, 142052, 111591, 167930
664576, 303031, 148702, 132523, 86218, 150410, 142327, 111757, 168226
665600, 303481, 148938, 132665, 86307, 150676, 142566, 111940, 168460
666624, 302899, 149163, 132940, 88722, 151002, 142711, 112109, 168741
667648, 304413, 149399, 133100, 86650, 151229, 142977, 112297, 168956
668672, 304880, 149624, 133434, 86499, 151326, 143220, 112475, 169273
669696, 305347, 149849, 133543, 86612, 151498, 143415, 112620, 169465
670720, 305814, 150085, 133650, 87125, 151770, 143660, 112762, 169764
671744, 306314, 150310, 134028, 89328, 152095, 143888, 112978, 170021
672768, 306777, 150535, 134164, 85692, 152344, 144089, 113123, 170243
673792, 307248, 150771, 134217, 84681, 152571, 144317, 113344, 170585
674816, 307747, 150996, 134430, 87558, 152719, 144459, 113536, 170789
675840, 308238, 151232, 134711, 86953, 152973, 144766, 113640, 170987
676864, 308667, 151457, 135027, 85911, 153225, 144905, 113844, 171295
677888, 308842, 151682, 135172, 87827, 153479, 145183, 114003, 171546
678912, 309604, 151918, 135436, 88229, 153777, 145363, 114086, 171827
679936, 310056, 152143, 135610, 90751, 153926, 145615, 114332, 172214
680960, 310529, 152368, 135841, 91035, 154200, 145830, 114482, 172353
681984, 310996, 152604, 135947, 87880, 154443, 146052, 114666, 172581
683008, 311443, 152829, 136257, 88604, 154706, 146224, 114843, 172853
684032, 311922, 153054, 136450, 88749, 154881, 146472, 114997, 173125
685056, 311857, 153290, 136718, 89398, 155214, 146611, 115215, 173412
686080, 312841, 153515, 136804, 91667, 155345, 146936, 115381, 173660
687104, 313311, 153751, 137065, 89151, 155516, 147158, 115568, 173858
688128, 313782, 153976, 137200, 89308, 155865, 147365, 115736, 174139
689152, 314249, 154201, 137402, 89228, 156069, 147569, 115925, 174482
690176, 314716, 154437, 137602, 89571, 156320, 147773, 116073, 174710
691200, 314062, 154662, 137785, 86815, 156492, 148004, 116230, 174934
692224, 315650, 154887, 137975, 89621, 156752, 148272, 116404, 175153
693248, 316106, 155123, 138227, 89961, 156947, 148488, 116605, 175449
694272, 316662, 155348, 138575, 87897, 157178, 148610, 116786, 175745
695296, 317054, 155584, 138649, 90346, 157373, 148878, 116904, 176001
696320, 317521, 155809, 138951, 90624, 157686, 149136, 117170, 176241
697344, 318036, 156034, 139074, 88306, 157876, 149334, 117259, 176481
698368, 318515, 156270, 139255, 90576, 158156, 149556, 117480, 176726
699392, 318716, 156495, 139409, 93184, 158310, 149760, 117628, 177007
700416, 319373, 156720, 139657, 90910, 158635, 150022, 117791, 177246
701440, 319851, 156956, 139879, 91298, 158801, 150239, 117983, 177483
702464, 320307, 157181, 140166, 89048, 159170, 150422, 118166, 177800
703488, 320596, 157406, 140316, 90833, 159289, 150661, 118332, 178033
704512, 321247, 157642, 140518, 91649, 159499, 150836, 118474, 178329
705536, 321504, 157867, 140819, 92786, 159768, 151064, 118634, 178571
706560, 322178, 158103, 140926, 91966, 159965, 151241, 118858, 178840
707584, 322651, 158328, 141180, 90933, 160149, 151519, 118964, 179127
708608, 323113, 158553, 141313, 94431, 160459, 151749, 119222, 179337
